0.600000, -0.000000
0.603333, -0.000000
0.606667, -0.000000
0.610000, -0.000000
0.613333, -0.000000
0.616667, -0.000000
0.620000, -0.000000
0.623333, -0.000000
0.626667, -0.000000
0.630000, -0.000000
0.633333, -0.000000
0.636667, -0.000000
0.640000, -0.000000
0.643333, -0.000000
0.646667, -0.000000
0.650000, -0.000000
0.653333, -0.000000
0.656667, -0.000000
0.660000, -0.000000
0.663333, -0.000000
0.666667, -0.000000
0.670000, -0.000000
0.673333, -0.000000
0.676667, -0.000000
0.680000, -0.000000
0.683333, -0.000000
0.686667, -0.000000
0.690000, -0.000000
0.693333, -0.000000
0.696667, -0.000000
0.700000, -0.000000
