[nGx *  nGy]
0	300
[Fn *  Rotation * Transmitance ]
0.454500, 0.000000, 0.000007, 0.000000
0.457152, 0.000000, 0.000008, 0.000000
0.459803, 0.000000, 0.000009, 0.000000
0.462455, 0.000000, 0.000012, 0.000000
0.465107, 0.000000, 0.000016, 0.000000
0.467758, 0.000000, 0.000022, 0.000000
0.470410, 0.000000, 0.000034, 0.000000
0.473062, 0.000000, 0.000055, 0.000000
0.475713, 0.000000, 0.000099, 0.000000
0.478365, 0.000000, 0.000197, 0.000000
0.481017, 0.000000, 0.000463, 0.000000
0.483668, 0.000000, 0.001403, 0.000000
0.486320, 0.000000, 0.007241, 0.000000
0.488972, 0.000000, 0.641407, 0.000000
0.491623, 0.000000, 0.034683, 0.000000
0.494275, 0.000000, 0.012944, 0.000000
0.496927, 0.000000, 0.010495, 0.000000
0.499578, 0.000000, 0.012239, 0.000000
0.502230, 0.000000, 0.018648, 0.000000
0.504882, 0.000000, 0.036746, 0.000000
0.507533, 0.000000, 0.097347, 0.000000
0.510185, 0.000000, 0.354470, 0.000000
0.512837, 0.000000, 0.929730, 0.000000
0.515488, 0.000000, 0.819725, 0.000000
0.518140, 0.000000, 0.789811, 0.000000
0.520792, 0.000000, 0.995075, 0.000000
0.523443, 0.000000, 1.009646, 0.000000
0.526095, 0.000000, 0.634534, 0.000000
0.528747, 0.000000, 0.391960, 0.000000
0.531398, 0.000000, 0.297376, 0.000000
0.534050, 0.000000, 0.281102, 0.000000
0.536702, 0.000000, 0.324928, 0.000000
0.539353, 0.000000, 0.446232, 0.000000
0.542005, 0.000000, 0.672300, 0.000000
0.544657, 0.000000, 0.908178, 0.000000
0.547308, 0.000000, 0.921010, 0.000000
0.549960, 0.000000, 0.808368, 0.000000
0.552612, 0.000000, 0.754631, 0.000000
0.555263, 0.000000, 0.799534, 0.000000
0.557915, 0.000000, 0.924431, 0.000000
0.560567, 0.000000, 1.030224, 0.000000
0.563218, 0.000000, 0.973232, 0.000000
0.565870, 0.000000, 0.806757, 0.000000
0.568522, 0.000000, 0.673705, 0.000000
0.571173, 0.000000, 0.618609, 0.000000
0.573825, 0.000000, 0.639613, 0.000000
0.576477, 0.000000, 0.731678, 0.000000
0.579128, 0.000000, 0.870866, 0.000000
0.581780, 0.000000, 0.971742, 0.000000
0.584432, 0.000000, 0.947068, 0.000000
0.587083, 0.000000, 0.846771, 0.000000
0.589735, 0.000000, 0.768071, 0.000000
0.592387, 0.000000, 0.750914, 0.000000
0.595038, 0.000000, 0.799063, 0.000000
0.597690, 0.000000, 0.895728, 0.000000
0.600342, 0.000000, 0.986029, 0.000000
0.602993, 0.000000, 0.993677, 0.000000
0.605645, 0.000000, 0.916525, 0.000000
0.608297, 0.000000, 0.827779, 0.000000
